,pred,rel,labels,source,target
3406,0,0,0,Paula was amazed by the security arrangements that were necessary to ensure that the new season 's collections remained exclusive Ã¢ÂÂ the windows at the rear of the premises were heavily barred and practically the first thing she had to do on commencing her employment was to sign a contract promising that she would not breathe a word about the designs she saw .,ensure
3407,0,0,0,Paula was amazed by the security arrangements that were necessary to ensure that the new season 's collections remained exclusive Ã¢ÂÂ the windows at the rear of the premises were heavily barred and practically the first thing she had to do on commencing her employment was to sign a contract promising that she would not breathe a word about the designs she saw .,remain
3408,0,0,0,Paula was amazed by the security arrangements that were necessary to ensure that the new season 's collections remained exclusive Ã¢ÂÂ the windows at the rear of the premises were heavily barred and practically the first thing she had to do on commencing her employment was to sign a contract promising that she would not breathe a word about the designs she saw .,bar
3409,0,0,0,Paula was amazed by the security arrangements that were necessary to ensure that the new season 's collections remained exclusive Ã¢ÂÂ the windows at the rear of the premises were heavily barred and practically the first thing she had to do on commencing her employment was to sign a contract promising that she would not breathe a word about the designs she saw .,commence
3410,0,0,0,Paula was amazed by the security arrangements that were necessary to ensure that the new season 's collections remained exclusive Ã¢ÂÂ the windows at the rear of the premises were heavily barred and practically the first thing she had to do on commencing her employment was to sign a contract promising that she would not breathe a word about the designs she saw .,sign
3411,0,0,0,Paula was amazed by the security arrangements that were necessary to ensure that the new season 's collections remained exclusive Ã¢ÂÂ the windows at the rear of the premises were heavily barred and practically the first thing she had to do on commencing her employment was to sign a contract promising that she would not breathe a word about the designs she saw .,promising
3412,0,1,1,Paula was amazed by the security arrangements that were necessary to ensure that the new season 's collections remained exclusive Ã¢ÂÂ the windows at the rear of the premises were heavily barred and practically the first thing she had to do on commencing her employment was to sign a contract promising that she would not breathe a word about the designs she saw .,breathe
3413,0,0,0,Paula was amazed by the security arrangements that were necessary to ensure that the new season 's collections remained exclusive Ã¢ÂÂ the windows at the rear of the premises were heavily barred and practically the first thing she had to do on commencing her employment was to sign a contract promising that she would not breathe a word about the designs she saw .,see
3414,0,0,0,On her second day Madame Mattli took her to Vidal Sassoon 's salon in Grosvenor House so that her hair could be cut in an up-to-the-minute style .,take
3415,0,0,0,On her second day Madame Mattli took her to Vidal Sassoon 's salon in Grosvenor House so that her hair could be cut in an up-to-the-minute style .,cut
3416,0,0,0,Unlike some couturiers Madame did not mind if her model girls did not have the same colour hair but she did insist on identical styles .,mind
3417,0,0,0,Unlike some couturiers Madame did not mind if her model girls did not have the same colour hair but she did insist on identical styles .,insist
3418,0,0,0,By the time Vidal Sassoon had finished with her Paula 's long fair locks had been shorn to a sharp geometric shape and she scarcely recognised the reflection that looked back at her from the mirror .,finish
3419,0,0,0,By the time Vidal Sassoon had finished with her Paula 's long fair locks had been shorn to a sharp geometric shape and she scarcely recognised the reflection that looked back at her from the mirror .,shorn
3420,0,0,0,By the time Vidal Sassoon had finished with her Paula 's long fair locks had been shorn to a sharp geometric shape and she scarcely recognised the reflection that looked back at her from the mirror .,recognise
3421,1,1,1,By the time Vidal Sassoon had finished with her Paula 's long fair locks had been shorn to a sharp geometric shape and she scarcely recognised the reflection that looked back at her from the mirror .,look
3422,0,0,0,"Among the rich and famous who had come to the salon to have their hair cut , tinted and set , Paula recognised Dusty Springfield , the pop singer , her eyes big and sooty , her lips pearly pink , and was unable to suppress the thrill of excitement which ran through her .",come
3423,0,0,0,"Among the rich and famous who had come to the salon to have their hair cut , tinted and set , Paula recognised Dusty Springfield , the pop singer , her eyes big and sooty , her lips pearly pink , and was unable to suppress the thrill of excitement which ran through her .",tint
3424,0,0,0,"Among the rich and famous who had come to the salon to have their hair cut , tinted and set , Paula recognised Dusty Springfield , the pop singer , her eyes big and sooty , her lips pearly pink , and was unable to suppress the thrill of excitement which ran through her .",set
3425,0,0,0,"Among the rich and famous who had come to the salon to have their hair cut , tinted and set , Paula recognised Dusty Springfield , the pop singer , her eyes big and sooty , her lips pearly pink , and was unable to suppress the thrill of excitement which ran through her .",recognise
3426,0,1,1,"Among the rich and famous who had come to the salon to have their hair cut , tinted and set , Paula recognised Dusty Springfield , the pop singer , her eyes big and sooty , her lips pearly pink , and was unable to suppress the thrill of excitement which ran through her .",suppress
3427,0,1,1,"Among the rich and famous who had come to the salon to have their hair cut , tinted and set , Paula recognised Dusty Springfield , the pop singer , her eyes big and sooty , her lips pearly pink , and was unable to suppress the thrill of excitement which ran through her .",run
3428,0,0,0,This was her very first taste of only the best being good enough Ã¢ÂÂ and she liked it !,like
3429,0,0,0,"It was Paula 's job to show samples , parading slowly up and down in front of the clients as they sat on the elegant spindle-leg chairs taking in every detail of the garments with a critical and practised eye .",show
